accredited_date,bbb_rating,business_start_date,company_name,company_types,company_website_url,complaints_l12m,complaints_l36m,customer_rating_avg,customer_review_count,email_address,full_address,phone_number,profile_page_url,days_accredited,numeric_bbb,days_in_operation,score
,A+,2007-01-10T00:00:00,American Vinyl Siding/Construction,Roofing Contractors| Handyman| Home Improvement,,0,0,,,,"106 Brandon Way Macon , GA 31206",(478) 256-1005,https://www.bbb.org/us/ga/macon/profile/siding-contractors/american-vinyl-sidingconstruction-0743-20912,,12,6127.0,6.419563106796117
,A+,2007-06-01T00:00:00,"D C Roofing GA, LLC",Roofing Contractors,,0,0,,,,"115 Brandon Way Macon , GA 31210-4227",(478) 365-7488,https://www.bbb.org/us/ga/macon/profile/roofing-contractors/d-c-roofing-ga-llc-0743-44073,,12,5985.0,6.409223300970874
2021-10-27T00:00:00,A+,2018-10-03T00:00:00,Flint Roofing Company,Fire and Water Damage Restoration| Roofing Contractors| Construction Services ...,,0,0,,,,"4168 Canyon Rd Macon , GA 31210-4715",(478) 259-3212,https://www.bbb.org/us/ga/macon/profile/roofing-contractors/flint-roofing-company-0743-108987,723.0,12,1843.0,6.407246827388095
,A+,2008-01-17T00:00:00,"Alcantar Construction, LLC",Roofing Contractors| Handyman| Home Improvement,,0,0,,,,"575 Robert Henry St Macon , GA 31206-1509",(478) 731-2158,https://www.bbb.org/us/ga/macon/profile/home-builders/alcantar-construction-llc-0743-24190,,12,5755.0,6.39247572815534
,A+,2008-10-01T00:00:00,"Mid-Georgia Roofing, LLC",Roofing Contractors| Construction Services| Painting Contractors ...,,0,0,,,,"100 Wynfield Ln Bonaire , GA 31005-3172",(478) 955-9172,https://www.bbb.org/us/ga/bonaire/profile/roofing-contractors/mid-georgia-roofing-llc-0743-24358,,12,5497.0,6.373689320388349
,A+,2009-04-01T00:00:00,Gallant Home Improvements,Roofing Contractors,,0,0,,,,"130 Lisa Dr Byron , GA 31008-4758",(478) 808-7921,https://www.bbb.org/us/ga/byron/profile/roofing-contractors/gallant-home-improvements-0743-24357,,12,5315.0,6.360436893203883
,A+,2009-11-01T00:00:00,"D & C Construction, LLC",Roofing Contractors| Siding Contractors| Gutter Contractor,,0,0,,,,"Macon , GA 31217",(478) 254-6864,https://www.bbb.org/us/ga/macon/profile/general-contractor/d-c-construction-llc-0743-27674,,12,5101.0,6.3448543689320385
2023-10-17T00:00:00,A+,2010-02-02T00:00:00,Certified Roofing & Gutters,Roofing Contractors| Handyman| Home Improvement,https://www.certifiedroofingandgutters.com,5,8,3.4,5.0,,"3301 Buckeye Road Atlanta , GA 30341",(770) 939-5165,https://www.bbb.org/us/ga/atlanta/profile/roofing-contractors/certified-roofing-gutters-0443-27404055,3.0,12,5008.0,6.3380825242718455
,A+,2010-02-02T00:00:00,"Certified Roofing & Gutters, LLC",Roofing Contractors,,0,0,,,,"544 Mulberry St STE 61 Macon , GA 31201-2770",(706) 496-1138,https://www.bbb.org/us/ga/macon/profile/roofing-contractors/certified-roofing-gutters-llc-0743-33824,,12,5008.0,6.338082524271845
,A+,2010-02-26T00:00:00,"Roofmax of Georgia, LLC",Fire and Water Damage Restoration| Roofing Contractors| Construction Services ...,,0,0,,,,"101 Meadow Dr Suite 2T Cumming , GA 30040-2694",(770) 800-3428,https://www.bbb.org/us/ga/cumming/profile/roofing-contractors/roofmax-of-georgia-llc-0443-27966343,,12,4984.0,6.336334951456311
,A+,2010-10-21T00:00:00,Reveles Roofing,Roofing Contractors,http://RevelesRoofing.com,0,0,,,,"305 Brantley Rd Lot 25 Warner Robins , GA 31093-6884",(478) 365-7923,https://www.bbb.org/us/ga/warner-robins/profile/roofing-contractors/reveles-roofing-0743-27963,,12,4747.0,6.319077669902913
2023-06-27T00:00:00,A+,2013-01-13T00:00:00,"WaltofAllTrades, LLC",Roofing Contractors| Floor Installation| Flooring Contractors ...,,0,0,,,,"Atlanta , GA 30315-6103",(706) 284-0475,https://www.bbb.org/us/ga/atlanta/profile/landscape-contractors/waltofalltrades-llc-0443-91830150,115.0,12,3932.0,6.306341415867705
,A+,2011-04-15T00:00:00,Georgia Roof Masters,Roofing Contractors,,0,0,,,,"129 Chris Drive Warner Robins , GA 31093",(478) 442-7497,https://www.bbb.org/us/ga/warner-robins/profile/roofing-contractors/georgia-roof-masters-0743-29063,,12,4571.0,6.30626213592233
,A+,2013-01-08T00:00:00,Quality Southern Roofing,Roofing Contractors| Roofing Consultants,,0,0,,,,"334 Vista Cir Macon , GA 31204-2443",(478) 342-9713,https://www.bbb.org/us/ga/macon/profile/roofing-contractors/quality-southern-roofing-0743-36340,,12,3937.0,6.260097087378641
,A+,2013-05-01T00:00:00,P & M Roofing and Remodeling,Roofing Contractors,,0,0,,,,"3636 W Napier Ave Macon , GA 31204-3249",(478) 757-8040,https://www.bbb.org/us/ga/macon/profile/roofing-contractors/p-m-roofing-and-remodeling-0743-40406,,12,3824.0,6.251868932038835
,A+,2014-02-01T00:00:00,AR Construction & Remodeling,Roofing Contractors| Siding Contractors| Gutter Contractor,,0,0,,,,"1070 Alma Dr. Macon , GA 31216",(678) 500-4541,https://www.bbb.org/us/ga/macon/profile/roofing-contractors/ar-construction-remodeling-0743-39047,,12,3548.0,6.231771844660194
,A+,2015-04-01T00:00:00,Above the Truss Roofing,Roofing Contractors,https://www.facebook.com/Above-The-Truss-Roofing-1080639305320803/?hc_ref=SEARCH,0,0,,,,"5938 Wesleyan Dr N Macon , GA 31210-6012",(478) 747-8194,https://www.bbb.org/us/ga/macon/profile/roofing-contractors/above-the-truss-roofing-0743-45474,,12,3124.0,6.200898058252427
,A+,2015-05-15T00:00:00,"Jaiden C Roofing Repairs, LLC",Roofing Contractors,http://jaiden-c-roofing-repairs.business.site,0,0,,,,"2924 Walmar Dr Macon , GA 31206-4967",(478) 283-3326,https://www.bbb.org/us/ga/macon/profile/roofing-contractors/jaiden-c-roofing-repairs-llc-0743-98205,,12,3080.0,6.197694174757282
,A+,2015-12-12T00:00:00,Bobby's Roofing & Construction,Roofing Contractors,https://www.facebook.com/bobbygraham1988/,0,0,,,,"905 Green St Warner Robins , GA 31093-2741",(478) 297-1684,https://www.bbb.org/us/ga/warner-robins/profile/roofing-contractors/bobbys-roofing-construction-0743-44600,,12,2869.0,6.1823300970873785
,A+,2016-06-01T00:00:00,"Pruiett Exteriors, LLC",Fire and Water Damage Restoration| Roofing Contractors| Construction Services ...,,0,0,,,,"8333 Rivoli Rd Macon , GA 31210",(478) 207-6495,https://www.bbb.org/us/ga/macon/profile/roofing-contractors/pruiett-exteriors-llc-0743-92241,,12,2697.0,6.169805825242719
,A+,2018-02-14T00:00:00,"Double J Roofing, LLC",Roofing Contractors| Construction Services| Painting Contractors ...,http://www.doublejroofing.biz,0,0,,,,"Address on File with BBB Monticello , GA 31064",(706) 765-3012,https://www.bbb.org/us/ga/monticello/profile/roofing-contractors/double-j-roofing-llc-0443-28114806,,12,2074.0,6.124441747572815
,A+,2018-06-01T00:00:00,Storm Solutions,Roofing Contractors,,0,0,1.0,1.0,,"Byron , GA 31008",(478) 714-9492,https://www.bbb.org/us/ga/byron/profile/roofing-contractors/storm-solutions-0743-94385,,12,1967.0,6.116650485436893
2023-06-12T00:00:00,A+,2020-06-09T00:00:00,"Built Roofing, LLC.",Roofing Contractors,https://builtroofingllc.com/,0,0,,,,"309 Loxley Dr Warner Robins , GA 31088-3015",(478) 397-4852,https://www.bbb.org/us/ga/warner-robins/profile/roofing-contractors/built-roofing-llc-0743-91822751,130.0,12,1228.0,6.115690409237644
,A+,2019-06-01T00:00:00,"Hammer Nail Roofing, LLC",Roofing Contractors,http://HammerNailRoofing.com,0,0,1.0,1.0,,"4501 Russel Pkwy #22 Warner Robins , GA 31088",(478) 333-4257,https://www.bbb.org/us/ga/warner-robins/profile/roofing-contractors/hammer-nail-roofing-llc-0743-102297,,12,1602.0,6.090072815533981
,A+,2019-11-01T00:00:00,"Platinum Roofing Company, LLC",Roofing Contractors| Construction Services| Painting Contractors ...,http://www.platinumroofingco.com,0,0,,,,"931 Corder Rd Warner Robins , GA 31088-3711",(478) 542-1012,https://www.bbb.org/us/ga/warner-robins/profile/roofing-contractors/platinum-roofing-company-llc-0743-102564,,12,1449.0,6.078932038834951
,A+,2019-12-03T00:00:00,T&M Contractors LLC,Roofing Contractors| Construction Services| Painting Contractors ...,,0,0,,,,"2373 Highway 46 South Flovilla , GA 30216",(478) 796-0445,https://www.bbb.org/us/ga/flovilla/profile/roofing-contractors/tm-contractors-llc-0443-28136720,,12,1417.0,6.0766019417475725
,A+,,Wright's Roofing,Roofing Contractors,,0,0,,,,"115 Pine Tree Drive Macon , GA 31211",(478) 228-1630,https://www.bbb.org/us/ga/macon/profile/roofing-contractors/wrights-roofing-0743-10427,,12,,6.0
,A+,,Emel Fraley Roofing,Roofing Contractors| Roofing Consultants,,0,0,,,,"3940 Morgan drive Macon , GA 31204",(478) 461-1507,https://www.bbb.org/us/ga/macon/profile/roofing-contractors/emel-fraley-roofing-0743-18684,,12,,6.0
,A+,,"Vets Contracting, Inc",Roofing Contractors| Construction Services| Painting Contractors ...,,0,0,,,,"1200 Sardis Ln Warner Robins , GA 31088-2306",(478) 442-2527,https://www.bbb.org/us/ga/warner-robins/profile/roofing-contractors/vets-contracting-inc-0743-42055,,12,,6.0
,A+,,McClure-Johnston Roofing,Roofing Contractors| Handyman| Home Improvement,,0,0,,,,"220 Allied Industrial Blvd Macon , GA 31206-2073",(478) 781-8784,https://www.bbb.org/us/ga/macon/profile/roofing-contractors/mcclure-johnston-roofing-0743-15175,,12,,6.0
,A+,,All American Roofing,Roofing Contractors| Handyman| Home Improvement,,0,0,,,,"4254 Worsham Avenue Macon , GA 31206",(478) 254-4103,https://www.bbb.org/us/ga/macon/profile/roofing-contractors/all-american-roofing-0743-24422,,12,,6.0
,A+,,GBM Construction,Construction Services| Roofing Contractors| Plumber ...,,0,0,,,,"104 Old Oak Drive Forsyth , GA 31029",(404) 227-4880,https://www.bbb.org/us/ga/forsyth/profile/general-contractor/gbm-construction-0743-21376,,12,,6.0
,A+,,"G. Willis, Inc.",Construction Services| Roofing Contractors| Plumber ...,,0,0,,,,"P. O. Box 472 Forsyth , GA 31029-0472",(478) 990-1540,https://www.bbb.org/us/ga/forsyth/profile/roofing-contractors/g-willis-inc-0743-25972,,12,,6.0
,A+,,Phillip Stoffer Roofing,Construction Services| Roofing Contractors| Plumber ...,,0,0,,,,"1979 Dent Rd Musella , GA 31066-3307",(770) 289-5626,https://www.bbb.org/us/ga/musella/profile/roofing-contractors/phillip-stoffer-roofing-0743-37870,,12,,6.0
,A+,,M & M Construction,Roofing Contractors| Handyman| Home Improvement,,0,0,,,,"250 Carsons Walk Macon , GA 31216-5203",(478) 960-7751,https://www.bbb.org/us/ga/macon/profile/roofing-contractors/m-m-construction-0743-25492,,12,,6.0
,A+,,Reynold's Roofing & Home Repair,Construction Services| Roofing Contractors| Plumber ...,,0,0,,,,"305 N Frontage Rd Forsyth , GA 31029-9508",(478) 796-0445,https://www.bbb.org/us/ga/forsyth/profile/roofing-contractors/reynolds-roofing-home-repair-0743-97788,,12,,6.0
,A+,,"A-vet Roofing & Construction, L L C",Roofing Contractors,,0,0,,,,"507 N Davis Dr # C Warner Robins , GA 31093-2686",(478) 447-5324,https://www.bbb.org/us/ga/warner-robins/profile/roofing-contractors/a-vet-roofing-construction-l-l-c-0743-28026,,12,,6.0
,A+,,"Campbell, Bobby Roofing",Roofing Contractors| Construction Services| Painting Contractors ...,,0,0,,,,"203 Palomino Ln. Warner Robins , GA 31088",(478) 929-4363,https://www.bbb.org/us/ga/warner-robins/profile/roofing-contractors/campbell-bobby-roofing-0743-6124,,12,,6.0
,A+,,Jorge's Roofing,Roofing Contractors,,0,0,,,,"3680 Fairmont Ave Macon , GA 31204-2260",(478) 474-0953,https://www.bbb.org/us/ga/macon/profile/roofing-contractors/jorges-roofing-0743-43179,,12,,6.0
,A+,,Price Roofing,Construction Services| Roofing Contractors| Residential Painter,,0,0,,,,"313 Preston St. Fort Valley , GA 31030",(478) 951-3478,https://www.bbb.org/us/ga/fort-valley/profile/roofing-contractors/price-roofing-0743-90003733,,12,,6.0
,A+,,Payne Enterprises Construction LLC,Construction Services| Roofing Contractors| Residential Painter,,0,0,,,,"108 S Camellia Blvd Fort Valley , GA 31030-3013",(478) 822-0006,https://www.bbb.org/us/ga/fort-valley/profile/roofing-contractors/payne-enterprises-construction-llc-0743-93763,,12,,6.0
,A+,,Robert Taylor,Roofing Contractors,,0,0,,,,"4044 Forest Ave W Macon , GA 31204-8603",(478) 390-4311,https://www.bbb.org/us/ga/macon/profile/roofing-contractors/robert-taylor-0743-98286,,12,,6.0
,A+,,"Earth Works Construction,llc",Roofing Contractors,,0,0,,,,"179 Lingold Rd NW Milledgeville , GA 31061-8141",(478) 986-0991,https://www.bbb.org/us/ga/milledgeville/profile/roofing-contractors/earth-works-constructionllc-0743-36689,,12,,6.0
,A+,,Grace Roofing & Repair,Roofing Contractors,,0,0,,,,"229 GA HWY 49 Lot G Macon , GA 31201",(478) 233-5031,https://www.bbb.org/us/ga/macon/profile/roofing-contractors/grace-roofing-repair-0743-38155,,12,,6.0
,A+,,Foster Roofing,Roofing Contractors,,0,0,,,,". Macon , GA 31201",(478) 318-2775,https://www.bbb.org/us/ga/macon/profile/roofing-contractors/foster-roofing-0743-10426,,12,,6.0
,A+,,Better Roofing Solutions,Roofing Contractors| Roofing Consultants,http://www.betterroofingsolutions.org,0,0,,,,"3647 Vineville Ave Macon , GA 31204-1882",(478) 262-0521,https://www.bbb.org/us/ga/macon/profile/roofing-contractors/better-roofing-solutions-0743-44095,,12,,6.0
,A+,,Archer Roofing,Roofing Contractors,,0,0,,,,"110 Old Williamsburg Rd NE Milledgeville , GA 31061-8739",(478) 454-5904,https://www.bbb.org/us/ga/milledgeville/profile/roofing-contractors/archer-roofing-0743-6002920,,12,,6.0
,A+,,S S Construction,Roofing Contractors,,0,0,,,,"181 SW Cobb Road Milledgeville , GA 31061",(478) 288-0557,https://www.bbb.org/us/ga/milledgeville/profile/roofing-contractors/s-s-construction-0743-29861,,12,,6.0
,A+,,Oliva Roofing,Roofing Contractors| Roofing Consultants,,0,0,,,,"4168 Lafayette Dr Macon , GA 31204-6359",(478) 335-2169,https://www.bbb.org/us/ga/macon/profile/roofing-contractors/oliva-roofing-0743-48406,,12,,6.0
,A+,,Roofing Solutions,Roofing Contractors,,0,0,,,,"12600 Deerfield Pkwy Ste 100 Alpharetta , GA 30004-6130",(478) 457-0182,https://www.bbb.org/us/ga/alpharetta/profile/roofing-contractors/roofing-solutions-0443-7004783,,12,,6.0
,A+,,Mike's Roofing,Roofing Contractors| Roofing Consultants,,0,0,,,,"5110 Log Cabin Dr Macon , GA 31204-6327",(478) 788-8562,https://www.bbb.org/us/ga/macon/profile/roofing-contractors/mikes-roofing-0743-8858,,12,,6.0
,A+,,Louis Lawn Service,Roofing Contractors| Roofing Consultants,,0,0,,,,"3061 Grady St Macon , GA 31204-3846",(478) 228-4499,https://www.bbb.org/us/ga/macon/profile/lawn-maintenance/louis-lawn-service-0743-21079,,12,,6.0
,A+,,Mike Stallings Roofing,Roofing Contractors,,0,0,,,,"2416 Holland Dr Macon , GA 31206-4525",(478) 781-1931,https://www.bbb.org/us/ga/macon/profile/roofing-contractors/mike-stallings-roofing-0743-6000080,,12,,6.0
,A+,,Roofing Solutions,Roofing Contractors| Construction Services| Painting Contractors ...,,0,0,,,,"598 McCrackin St Juliette , GA 31046-4518",(478) 733-3065,https://www.bbb.org/us/ga/juliette/profile/roofing-contractors/roofing-solutions-0743-30154,,12,,6.0
,A+,,Global Roofing,Roofing Contractors,,0,0,,,,"201a Virginia Dare Dr Warner Robins , GA 31088-5210",(478) 918-4276,https://www.bbb.org/us/ga/warner-robins/profile/roofing-contractors/global-roofing-0743-14590,,12,,6.0
,A+,,"Storm Pros Disaster Services, LLC",Roofing Contractors,https://stormpros.net/service-areas/warner-robins-ga/,0,0,,,,"101 Michele Ter Warner Robins , GA 31088-3923",(478) 227-8882,https://www.bbb.org/us/ga/warner-robins/profile/roofing-contractors/storm-pros-disaster-services-llc-0743-97143,,12,,6.0
,A+,,Southeastern Roofing & Construction,Roofing Contractors,,0,0,,,,"5644 White Springs Church Rd Dry Branch , GA 31020-2933",(478) 390-4434,https://www.bbb.org/us/ga/dry-branch/profile/roofing-contractors/southeastern-roofing-construction-0743-27861,,12,,6.0
,A+,,Dynasty Roofing Remodeling,Roofing Contractors,,0,0,,,,"104 Brantley Rd Warner Robins , GA 31093",(478) 974-8937,https://www.bbb.org/us/ga/warner-robins/profile/roofing-contractors/dynasty-roofing-remodeling-0743-36694,,12,,6.0
,A+,,MGC Roofing and Construction Inc`,Roofing Contractors,http://mgcroofing.com,0,0,,,,"7538 Houston Rd Byron , GA 31008-6600",(478) 328-6369,https://www.bbb.org/us/ga/byron/profile/roofing-contractors/mgc-roofing-and-construction-inc`-0743-10431,,12,,6.0
,A+,,William (Lee) Ellis,Roofing Contractors,,0,0,,,,"1151 Mule Creek Rd Byron , GA 31008-8039",(478) 951-4269,https://www.bbb.org/us/ga/byron/profile/roofing-contractors/william-lee-ellis-0743-25093,,12,,6.0
,A+,,C & D Construction,Roofing Contractors| Floor Installation| Flooring Contractors ...,,0,0,,,,"1310 Sanford Ave Macon , GA 31217-6927",(478) 978-7571,https://www.bbb.org/us/ga/macon/profile/roofing-contractors/c-d-construction-0743-24424,,12,,6.0
,A+,,A & R Roofing,Roofing Contractors,,0,0,,,,"395 Eli Way Dr Byron , GA 31008-7455",(478) 719-9310,https://www.bbb.org/us/ga/byron/profile/roofing-contractors/a-r-roofing-0743-18272,,12,,6.0
,A+,,Paul Adams Roofing,Roofing Contractors| Siding Contractors| Gutter Contractor,,0,0,,,,"4277 Donnan Rd Macon , GA 31217-6039",(478) 718-2312,https://www.bbb.org/us/ga/macon/profile/roofing-contractors/paul-adams-roofing-0743-94528,,12,,6.0
,A+,,"Bassett Roofing & Co., Inc.",Roofing Contractors| Siding Contractors| Gutter Contractor,,0,0,,,,"6841 Skipper Rd Macon , GA 31216-6423",(478) 788-1770,https://www.bbb.org/us/ga/macon/profile/roofing-contractors/bassett-roofing-co-inc-0743-4246,,12,,6.0
,A+,,Grace Painting & Carpentry,Roofing Contractors| Siding Contractors| Gutter Contractor,,0,0,,,,"422 Bob White Road Macon , GA 31216",(478) 320-5481,https://www.bbb.org/us/ga/macon/profile/painting-contractors/grace-painting-carpentry-0743-24797,,12,,6.0
,A+,,BMR Roofing Contractors,Roofing Contractors,,0,0,,,,"535 Lakeridge Dr Fort Valley , GA 31030-9512",(478) 361-0204,https://www.bbb.org/us/ga/fort-valley/profile/roofing-contractors/bmr-roofing-contractors-0743-20938,,12,,6.0
,A+,,AAA Roofing,Roofing Contractors,,0,0,,,,"108 Virginia Dare Dr Lot #8 Warner Robins , GA 31088-5232",(478) 328-1540,https://www.bbb.org/us/ga/warner-robins/profile/roofing-contractors/aaa-roofing-0743-5000238,,12,,6.0
,A+,,"Tommy Fleming, Roofer",Roofing Contractors| Roofing Consultants,,0,0,,,,"3458 East Greenbriar Road Macon , GA 31204",(478) 755-1466,https://www.bbb.org/us/ga/macon/profile/roofing-contractors/tommy-fleming-roofer-0743-11023,,12,,6.0
,A+,,Keith Morgan Roofing LLC,Fire and Water Damage Restoration| Roofing Contractors| Construction Services ...,,0,0,,,,"4501 Sheraton Dr Apt 236 Macon , GA 31210-1327",(478) 390-4350,https://www.bbb.org/us/ga/macon/profile/roofing-contractors/keith-morgan-roofing-llc-0743-48518,,12,,6.0
,A+,,"ANEWROOF, Inc.",Fire and Water Damage Restoration| Roofing Contractors| Construction Services ...,,0,0,,,,"4448 Forsyth Rd Macon , GA 31210",(478) 258-3305,https://www.bbb.org/us/ga/macon/profile/roofing-contractors/anewroof-inc-0743-21482,,12,,6.0
,A+,2014-04-15T00:00:00,Capital Roofing & Restoration,Roofing Contractors| Construction Services| Painting Contractors ...,https://capitalroofingandrestoration.com/,1,1,,,,"216 Strawbridge Ln Bonaire , GA 31005-3186",(720) 542-8715,https://www.bbb.org/us/ga/bonaire/profile/roofing-contractors/capital-roofing-restoration-0743-28962?addressId=11504,,12,3475.0,5.701456310679611
,A,,"Triple E. Entities, Inc.",Roofing Contractors,,0,0,,,,"P. O. Box 1592 Gray , GA 31032-1592",(478) 501-4074,https://www.bbb.org/us/ga/gray/profile/roofing-contractors/triple-e-entities-inc-0743-28543,,11,,5.538461538461538
,A-,2022-05-03T00:00:00,"FLIP-IT Roofing & Renovation, LLC",Roofing Contractors,,0,0,,,,"104 Margaret Dr Warner Robins , GA 31093-1219",(478) 744-1704,https://www.bbb.org/us/ga/warner-robins/profile/roofing-contractors/flip-it-roofing-renovation-llc-0743-91820205,,10,535.0,5.089301717699776
,A-,2022-05-23T00:00:00,JC Roofing & NBH Construction LLC,Construction Services| Roofing Contractors| Residential Painter,,0,0,,,,"307 Little Farm Lane Kathleen , GA 31047",(478) 952-2023,https://www.bbb.org/us/ga/kathleen/profile/construction-services/jc-roofing-nbh-construction-llc-0743-120490,,10,515.0,5.087845407020164
2023-10-04T00:00:00,A-,2022-10-20T00:00:00,"Oconee Designer Roofing & Painting, LLC.",Roofing Contractors| Construction Services| Painting Contractors ...,https://www.oconeeroof.com/,0,0,,,,"Milledgeville , GA 31061-9360",(478) 233-5746,https://www.bbb.org/us/ga/milledgeville/profile/roofing-contractors/oconee-designer-roofing-painting-llc-0743-91823254,16.0,10,365.0,5.082332981209386
,A,,TNT Roofing & Construction,Roofing Contractors| Handyman| Home Improvement,,1,1,1.0,1.0,,"632 Villa Esta Ave Macon , GA 31206-1750",(478) 228-8978,https://www.bbb.org/us/ga/macon/profile/roofing-contractors/tnt-roofing-construction-0743-108981,,11,,5.013461538461538
,B+,2002-06-01T00:00:00,D & D Roofing,Construction Services| Roofing Contractors| Plumber ...,,1,2,,,,"108 Grindstaff Dr Bonaire , GA 31005-4766",(478) 213-5779,https://www.bbb.org/us/ga/bonaire/profile/roofing-contractors/d-d-roofing-0743-9001147,,9,7811.0,4.507569081404033
,A-,2013-01-01T00:00:00,Whitt's Quality Roofing Company,Roofing Contractors,http://www.whittsroofing.com,2,4,,,,"608 Ga Highway 49 N Byron , GA 31008-4046",(478) 286-0392,https://www.bbb.org/us/ga/byron/profile/roofing-contractors/whitts-quality-roofing-company-0743-36035,,10,3944.0,4.037529873039582
,NR,1926-01-01T00:00:00,Pittman Waller Roofing Co. Inc.,Roofing Contractors,http://www.pittmanwaller.com,0,0,,,,"527 Hillcrest Industrial Blvd. Macon , GA 31204",(478) 743-1336,https://www.bbb.org/us/ga/macon/profile/roofing-contractors/pittman-waller-roofing-co-inc-0743-2748,,-1,35721.0,2.5744660194174758
,C,2019-08-27T00:00:00,Express Roofing & Remodeling 1 LLC,Roofing Contractors,,1,2,,,,"827 Collins Ave Warner Robins , GA 31093-6859",(678) 994-8854,https://www.bbb.org/us/ga/warner-robins/profile/roofing-contractors/express-roofing-remodeling-1-llc-0743-107345,,5,1515.0,2.2029686333084393
,NR,1967-01-01T00:00:00,"R & M Ballard Roofing, LLC",Roofing Contractors,,0,0,,,,"2346 Kensington Rd Macon , GA 31211-2210",(478) 750-0403,https://www.bbb.org/us/ga/macon/profile/roofing-contractors/r-m-ballard-roofing-llc-0743-9001267,,-1,20746.0,1.4840533980582524
,NR,1970-01-01T00:00:00,Mimbs Roofing,Roofing Contractors| Floor Installation| Flooring Contractors ...,,0,0,1.0,1.0,,"4248 Donnan Rd Macon , GA 31217-6038",(478) 321-5534,https://www.bbb.org/us/ga/macon/profile/roofing-contractors/mimbs-roofing-0743-5000592,,-1,19650.0,1.404247572815534
,NR,1980-01-01T00:00:00,J. D. Roofers & Inc.,Roofing Contractors,,0,0,,,,"3834 Ridge Avenue Macon , GA 31204",(478) 785-5769,https://www.bbb.org/us/ga/macon/profile/roofing-contractors/j-d-roofers-inc-0743-9001215,,-1,15998.0,1.1383252427184465
,NR,1981-01-01T00:00:00,RoofCore International,Construction Services| Roofing Contractors| Plumber ...,http://www.roofcore.com,0,0,,,,"921 Benson Ham Rd Forsyth , GA 31029-8570",(478) 750-8000,https://www.bbb.org/us/ga/forsyth/profile/roofing-contractors/roofcore-international-0743-5468,,-1,15632.0,1.1116747572815535
,F,1985-09-03T00:00:00,Middle GA Roofing,Roofing Contractors| Roofing Consultants,,0,3,,,,"PO Box 4221 Macon , GA 31208-4221",(478) 738-2211,https://www.bbb.org/us/ga/macon/profile/roofing-contractors/middle-ga-roofing-0743-2710,,0,13926.0,1.0739899178491412
,NR,1982-10-01T00:00:00,Thomas Chambliss Roofing,Roofing Contractors| Floor Installation| Flooring Contractors ...,,0,0,,,,"619 Shi Rd Macon , GA 31220-4315",(478) 361-3207,https://www.bbb.org/us/ga/macon/profile/roofing-contractors/thomas-chambliss-roofing-0743-7993,,-1,14994.0,1.0652184466019416
,NR,1984-01-01T00:00:00,Gray's Roofing,Construction Services| Roofing Contractors| Residential Painter,,0,0,,,,"112 Piney Grove Cir Kathleen , GA 31047-2631",(478) 960-1006,https://www.bbb.org/us/ga/kathleen/profile/roofing-contractors/grays-roofing-0743-18538,,-1,14537.0,1.0319417475728154
,NR,1988-01-01T00:00:00,Hobbs Roofing & Home Improvements,Construction Services| Roofing Contractors| Residential Painter,,0,0,,,,"107 Southwind Drive Kathleen , GA 31047-3301",(478) 953-7576,https://www.bbb.org/us/ga/kathleen/profile/roofing-contractors/hobbs-roofing-home-improvements-0743-9000601,,-1,13076.0,0.9255582524271844
,NR,1988-01-01T00:00:00,Amazing Grace Roofing & Contracting,Roofing Contractors| Construction Services| Painting Contractors ...,,0,0,,,,"115 S 2nd St Warner Robins , GA 31088-4723",(478) 396-2941,https://www.bbb.org/us/ga/warner-robins/profile/roofing-contractors/amazing-grace-roofing-contracting-0743-39708,,-1,13076.0,0.9255582524271844
,F,2011-04-20T00:00:00,"All Star Roofing and Construction, Inc.",Roofing Contractors| Construction Services| Painting Contractors ...,,0,0,,,,"1075 Johnstonville Rd Barnesville , GA 30204",(770) 940-0524,https://www.bbb.org/us/ga/barnesville/profile/roofing-contractors/all-star-roofing-and-construction-inc-0443-36720,,0,4566.0,0.7674365197908888
,NR,1994-01-01T00:00:00,Buice Roofing & Repairs,Roofing Contractors,,0,0,,,,"Gray , GA 31032",(478) 318-0792,https://www.bbb.org/us/ga/gray/profile/roofing-contractors/buice-roofing-repairs-0743-23653,,-1,10884.0,0.7659466019417476
,NR,1996-06-01T00:00:00,White's Roofing Company,Roofing Contractors,http://www.activemember.com/whitesroofingcompany/,0,0,,,,"Warner Robins , GA 31093-7567",(478) 953-6674,https://www.bbb.org/us/ga/warner-robins/profile/roofing-contractors/whites-roofing-company-0743-90003679,,-1,10002.0,0.7017233009708738
,NR,1997-01-01T00:00:00,"CBS Roofing & Waterproofing, Inc.",Roofing Contractors,http://www.cbsroofing.net,0,0,,,,"2076 Graham Rd Macon , GA 31211-6624",(478) 788-9979,https://www.bbb.org/us/ga/macon/profile/roofing-contractors/cbs-roofing-waterproofing-inc-0743-24299,,-1,9788.0,0.6861407766990292
,NR,1999-01-01T00:00:00,Simmons Roofing,Roofing Contractors| Floor Installation| Flooring Contractors ...,,0,0,,,,"404 Bowers Drive Macon , GA 31217",(478) 746-4692,https://www.bbb.org/us/ga/macon/profile/roofing-contractors/simmons-roofing-0743-6002738,,-1,9058.0,0.632985436893204
